Time, gx1, gy1, gz1, gx2, gy2, gz2, ax1, ay1, az1, ax2, ay2, az2
48450, -0.28, 5.36, 51.45, 3.03, 1.86, -7.14, -0.08, -1.00, 0.04, 0.18, -1.00, 0.04, 
48457, -0.27, 7.94, 52.36, 2.90, 1.98, -9.65, -0.08, -1.01, 0.03, 0.18, -1.00, 0.04, 
48465, 0.33, 12.95, 53.05, 2.86, 1.81, -12.09, -0.07, -1.01, 0.04, 0.18, -1.01, 0.03, 
48473, 1.31, 18.76, 53.39, 2.75, 1.46, -14.88, -0.05, -1.02, 0.05, 0.18, -1.02, 0.03, 
48480, 1.29, 22.74, 53.51, 2.23, 1.91, -17.48, -0.04, -1.02, 0.03, 0.18, -1.02, 0.03, 
48488, 1.91, 22.89, 53.37, 2.31, 2.01, -20.04, -0.01, -1.03, 0.03, 0.17, -1.02, 0.03, 
48496, 2.36, 11.77, 52.68, 2.88, 1.93, -22.32, 0.07, -1.04, 0.06, 0.16, -1.02, 0.04, 
48502, 1.90, -3.48, 51.39, 2.46, 1.37, -24.21, -0.02, -1.04, 0.05, 0.17, -1.03, 0.01, 
48511, 1.72, 0.88, 50.09, 2.36, -0.92, -25.86, 0.02, -1.02, 0.05, 0.14, -1.02, 0.04, 
48518, 2.90, 0.00, 48.59, 2.39, 1.72, -28.13, 0.03, -1.03, 0.03, 0.15, -1.02, 0.05, 
48526, 2.58, 8.65, 46.73, 2.86, 1.75, -29.90, 0.05, -1.02, 0.03, 0.13, -1.01, 0.03, 
48533, 2.84, 4.53, 44.41, 1.94, 2.07, -31.40, 0.07, -1.02, 0.03, 0.14, -1.01, 0.04, 
48540, 3.24, 0.52, 42.00, 2.15, 0.29, -32.52, 0.08, -1.02, 0.03, 0.13, -1.00, 0.04, 
48548, 3.14, 0.18, 39.32, 3.00, -0.45, -33.82, 0.09, -1.02, 0.03, 0.12, -1.00, 0.06, 
48556, 3.23, 2.91, 35.69, 3.46, 1.02, -34.86, 0.10, -1.01, 0.02, 0.12, -1.01, 0.02, 
48562, 3.09, 4.66, 32.87, 2.91, 0.66, -35.96, 0.12, -1.01, 0.02, 0.11, -1.01, 0.03, 
48571, 3.62, 3.36, 27.06, 2.29, 1.15, -36.51, 0.13, -1.01, 0.03, 0.11, -1.01, 0.05, 
48577, 3.45, 2.07, 25.45, 2.74, 0.95, -37.28, 0.13, -1.01, 0.04, 0.12, -1.01, 0.03, 
48586, 3.30, 2.19, 21.06, 3.43, -0.15, -37.32, 0.15, -1.01, 0.03, 0.10, -1.01, 0.03, 
48593, 3.50, 2.31, 16.75, 3.14, 0.76, -38.12, 0.16, -1.02, 0.01, 0.09, -1.02, 0.04, 
48600, 3.62, 1.96, 11.91, 2.64, 0.43, -38.18, 0.16, -1.02, 0.02, 0.08, -1.02, 0.03, 
48608, 3.94, 2.02, 7.08, 2.40, 0.80, -38.42, 0.17, -1.02, 0.03, 0.08, -1.02, 0.04, 
48615, 3.82, 2.99, 1.81, 2.84, 0.49, -38.39, 0.18, -1.02, 0.03, 0.07, -1.03, 0.04, 
48623, 3.75, 2.49, -3.08, 3.32, 0.70, -38.59, 0.19, -1.02, 0.02, 0.07, -1.03, 0.02, 
48630, 3.97, 0.90, -8.72, 3.01, 0.27, -38.03, 0.19, -1.02, 0.03, 0.06, -1.03, 0.03, 
48637, 4.21, 0.48, -14.34, 2.47, 0.49, -37.80, 0.19, -1.02, 0.03, 0.06, -1.04, 0.03, 
48646, 4.03, 1.61, -19.80, 2.96, 0.97, -37.50, 0.20, -1.02, 0.03, 0.05, -1.03, 0.03, 
48653, 4.27, 3.01, -25.51, 3.35, 0.77, -37.20, 0.20, -1.02, 0.03, 0.04, -1.03, 0.03, 
48660, 4.39, 1.72, -31.53, 3.12, 0.41, -36.62, 0.21, -1.01, 0.03, 0.04, -1.03, 0.04, 
48668, 4.14, -0.64, -37.02, 2.81, 0.39, -35.76, 0.21, -1.01, 0.03, 0.04, -1.02, 0.03, 
48675, 4.14, -0.77, -42.72, 3.07, 0.37, -35.23, 0.20, -1.01, 0.02, 0.03, -1.02, 0.05, 
48683, 4.48, 0.58, -49.34, 3.13, 0.88, -34.52, 0.20, -1.01, 0.03, 0.02, -1.02, 0.04, 
48691, 4.08, 1.14, -54.91, 2.91, 0.70, -33.78, 0.20, -1.00, 0.02, 0.01, -1.02, 0.04, 
48698, 4.11, -2.17, -60.54, 3.01, 0.81, -32.91, 0.19, -1.01, 0.02, 0.01, -1.02, 0.04, 
48706, 4.41, -1.23, -66.04, 3.23, 0.34, -32.07, 0.19, -1.00, 0.04, 0.01, -1.02, 0.04, 
48714, 3.98, 0.38, -71.15, 3.42, 0.83, -30.81, 0.17, -1.02, 0.04, 0.01, -1.02, 0.04, 
48720, 3.06, 1.34, -76.09, 3.58, 1.01, -29.99, 0.18, -1.02, 0.02, 0.00, -1.02, 0.04, 
48729, 3.60, -0.47, -81.23, 3.26, 0.96, -28.87, 0.18, -1.03, 0.03, -0.00, -1.03, 0.04, 
48736, 3.36, -6.14, -86.26, 3.73, 1.27, -28.12, 0.17, -1.03, 0.03, -0.00, -1.03, 0.03, 
48744, 3.14, -9.89, -91.33, 3.61, 0.75, -27.26, 0.14, -1.03, 0.05, -0.01, -1.04, 0.03, 
48752, 3.89, -5.75, -95.44, 3.69, 0.70, -26.07, 0.12, -1.05, 0.05, -0.01, -1.03, 0.03, 
48759, 2.89, 2.70, -99.37, 3.35, 0.83, -25.05, 0.14, -1.05, 0.03, -0.03, -1.04, 0.03, 
48767, 2.77, -0.48, -103.40, 3.69, 1.62, -24.62, 0.12, -1.05, 0.03, -0.02, -1.04, 0.03, 
48775, 3.39, -1.79, -106.79, 3.33, 0.63, -23.42, 0.11, -1.05, 0.04, -0.02, -1.04, 0.03, 
48782, 2.04, -7.39, -110.08, 2.88, 0.59, -22.51, 0.09, -1.05, 0.04, -0.02, -1.03, 0.05, 
48791, 2.24, -14.87, -112.82, 3.38, 1.13, -21.88, 0.06, -1.05, 0.04, -0.03, -1.03, 0.04, 
48799, 1.77, -14.55, -115.03, 3.75, 0.85, -21.32, 0.03, -1.05, 0.03, -0.02, -1.03, 0.03, 
48806, 2.05, -2.28, -117.28, 3.83, 0.04, -20.45, 0.03, -1.05, 0.03, -0.04, -1.03, 0.04, 
48815, 3.02, 1.04, -118.72, 4.12, 1.56, -20.39, -0.01, -1.06, 0.04, -0.04, -1.03, 0.03, 
48821, 1.28, 2.34, -119.97, 3.47, 1.68, -19.86, 0.01, -1.05, 0.02, -0.04, -1.02, 0.03, 
48830, 1.71, 0.25, -120.48, 2.87, 1.20, -19.27, -0.03, -1.05, 0.03, -0.04, -1.02, 0.04, 
48838, 1.71, -0.02, -120.78, 3.33, 0.32, -18.76, -0.04, -1.05, 0.05, -0.04, -1.02, 0.05, 
48845, 0.85, -0.81, -120.72, 4.00, 1.04, -19.09, -0.07, -1.04, 0.02, -0.05, -1.02, 0.04, 
48854, 1.22, 2.62, -119.81, 4.16, 0.90, -19.06, -0.07, -1.05, 0.04, -0.05, -1.03, 0.03, 
48861, 1.19, 0.01, -118.83, 3.54, 1.21, -18.95, -0.10, -1.05, 0.04, -0.05, -1.03, 0.03, 
48868, 0.43, -0.51, -117.22, 2.61, 1.22, -18.82, -0.12, -1.05, 0.03, -0.05, -1.03, 0.04, 
48877, 0.95, 0.33, -114.93, 2.71, 1.37, -18.99, -0.13, -1.05, 0.05, -0.05, -1.04, 0.04, 
48885, 0.77, 0.87, -112.67, 3.51, 1.46, -19.12, -0.15, -1.05, 0.05, -0.06, -1.04, 0.03, 
48892, 0.48, -0.50, -109.82, 3.30, 1.16, -19.42, -0.16, -1.04, 0.04, -0.06, -1.04, 0.03, 
48901, 0.55, -1.44, -106.40, 3.16, 1.01, -19.54, -0.18, -1.04, 0.04, -0.06, -1.04, 0.03, 
48909, 0.57, -3.39, -102.91, 2.51, 1.26, -20.11, -0.19, -1.03, 0.04, -0.08, -1.04, 0.03, 
48916, 1.13, -4.20, -99.27, 2.44, 1.52, -20.82, -0.21, -1.02, 0.05, -0.06, -1.03, 0.04, 
48924, 0.95, -0.99, -94.65, 2.18, 1.16, -21.16, -0.21, -1.02, 0.05, -0.06, -1.03, 0.04, 
48932, 0.33, -0.74, -90.35, 2.34, 1.21, -21.65, -0.23, -1.01, 0.03, -0.07, -1.03, 0.01, 
48939, 0.62, 0.45, -85.85, 2.35, 0.79, -22.01, -0.23, -1.00, 0.03, -0.07, -1.02, 0.03, 
48948, 1.30, -0.59, -81.36, 2.77, 0.83, -22.72, -0.24, -1.00, 0.04, -0.08, -1.02, 0.04, 
48955, 0.46, -1.42, -75.63, 2.02, 1.15, -23.21, -0.25, -1.00, 0.03, -0.08, -1.02, 0.05, 
48963, 0.74, -0.86, -70.53, 2.04, 1.49, -23.75, -0.26, -0.99, 0.02, -0.08, -1.03, 0.01, 
48971, 0.89, 0.24, -65.21, 1.88, 1.15, -24.11, -0.26, -0.99, 0.04, -0.09, -1.02, 0.04, 
48978, 0.50, 0.42, -59.83, 2.35, 1.11, -24.70, -0.26, -0.99, 0.03, -0.09, -1.02, 0.06, 
48987, 0.21, -1.09, -53.39, 2.80, 1.05, -25.05, -0.27, -0.98, 0.02, -0.10, -1.02, 0.04, 
48994, 0.69, 0.27, -47.84, 2.78, 0.81, -25.32, -0.27, -0.99, 0.03, -0.11, -1.03, 0.02, 
49001, 0.95, -0.04, -42.29, 2.74, 0.91, -25.90, -0.28, -0.99, 0.04, -0.11, -1.03, 0.04, 
49010, 0.20, 1.39, -34.20, 2.49, 1.05, -26.08, -0.28, -0.99, 0.02, -0.12, -1.03, 0.05, 
49018, 0.47, 0.83, -30.17, 3.19, 1.14, -26.60, -0.28, -0.99, 0.03, -0.11, -1.04, 0.04, 
49024, 1.06, 0.48, -24.28, 2.72, 0.88, -26.44, -0.28, -0.99, 0.04, -0.12, -1.03, 0.04, 
49033, 0.10, 1.02, -18.69, 2.86, 1.06, -26.65, -0.28, -1.00, 0.03, -0.13, -1.04, 0.03, 
49040, 0.28, 1.59, -13.06, 2.98, 0.90, -26.72, -0.27, -0.99, 0.02, -0.12, -1.03, 0.04, 
49049, 0.75, 1.94, -6.55, 2.78, 1.12, -26.77, -0.26, -0.99, 0.03, -0.13, -1.03, 0.04, 
49056, 0.41, 1.69, -1.30, 3.04, 1.04, -26.76, -0.26, -0.99, 0.03, -0.13, -1.03, 0.03, 
49063, 0.59, 1.45, 3.79, 2.98, 1.02, -26.57, -0.26, -0.99, 0.02, -0.14, -1.02, 0.04, 
49071, 0.23, 1.43, 8.92, 2.97, 0.73, -26.05, -0.25, -0.99, 0.03, -0.14, -1.02, 0.03, 
49079, 0.66, 2.01, 14.17, 3.12, 1.07, -25.84, -0.24, -0.99, 0.02, -0.16, -1.02, 0.05, 
49086, 0.43, 1.98, 18.73, 2.91, 1.07, -25.27, -0.23, -0.99, 0.03, -0.15, -1.02, 0.04, 
49094, 0.35, 1.47, 23.27, 3.13, 0.83, -24.76, -0.22, -0.99, 0.03, -0.16, -1.01, 0.05, 
49102, 0.44, 1.18, 27.60, 3.13, 1.02, -24.23, -0.22, -0.99, 0.03, -0.16, -1.02, 0.04, 
49109, 0.12, 1.51, 31.74, 3.28, 1.00, -23.19, -0.21, -0.99, 0.03, -0.16, -1.02, 0.05, 
49117, 0.48, 1.90, 36.11, 3.18, 1.11, -22.37, -0.20, -1.00, 0.02, -0.17, -1.02, 0.04, 
49124, 0.68, 1.79, 39.96, 3.17, 0.91, -21.51, -0.19, -1.00, 0.04, -0.17, -1.02, 0.05, 
49132, 0.95, 1.30, 43.04, 3.49, 0.98, -20.06, -0.18, -1.00, 0.04, -0.17, -1.02, 0.04, 
49140, 1.08, 1.51, 46.24, 4.13, 1.21, -19.14, -0.16, -1.01, 0.03, -0.18, -1.02, 0.03, 
49147, 1.11, 1.88, 49.31, 3.85, 1.13, -17.36, -0.15, -1.01, 0.04, -0.18, -1.03, 0.03, 
49155, 1.40, 1.57, 51.68, 3.89, 1.26, -16.39, -0.14, -1.02, 0.04, -0.18, -1.03, 0.03, 
49163, 1.48, 1.83, 54.06, 3.55, 1.23, -14.69, -0.13, -1.02, 0.05, -0.19, -1.03, 0.04, 
49170, 1.84, 3.09, 56.32, 3.90, 1.49, -13.11, -0.12, -1.02, 0.04, -0.19, -1.03, 0.04, 
49178, 1.94, 3.98, 58.20, 3.18, 1.45, -10.92, -0.11, -1.02, 0.04, -0.19, -1.03, 0.04, 
49185, 2.29, 6.46, 59.58, 3.70, 1.49, -9.66, -0.10, -1.02, 0.03, -0.20, -1.02, 0.04, 
49193, 2.92, 10.36, 60.65, 3.82, 1.27, -7.21, -0.09, -1.02, 0.03, -0.20, -1.02, 0.04, 
49201, 3.17, 14.53, 61.75, 3.64, 1.49, -5.27, -0.07, -1.02, 0.04, -0.20, -1.01, 0.04, 
49208, 3.64, 16.98, 62.38, 3.60, 1.84, -3.49, -0.06, -1.02, 0.03, -0.20, -1.01, 0.04, 
49216, 4.10, 17.63, 62.85, 3.41, 2.07, -1.09, 2.00, 0.17, 2.00, 0.95, 0.27, 0.24, 
49224, -104.90, -241.62, 286.68, 13.79, -260.12, 11.45, -2.00, -0.10, 1.37, 0.83, -1.91, -2.00, 
49231, -94.79, 286.68, 286.68, -20.68, -3.13, -15.96, 2.00, -0.74, 0.75, 0.18, 0.30, -0.64, 
49240, -35.50, 197.46, 286.68, 33.41, 120.16, -26.19, 2.00, -0.37, 2.00, 0.55, -2.00, -0.81, 
49249, -0.13, 220.79, 286.68, -8.31, 17.11, -7.27, 0.19, -1.29, 2.00, -0.81, -1.36, -0.47, 
49256, -3.28, 69.38, 286.68, -27.04, 80.64, 29.81, 1.30, -1.35, 0.81, -0.18, -0.65, 1.21, 
49265, 12.72, -131.85, 286.68, -1.22, -42.60, 56.44, 1.38, -1.24, 0.15, -0.29, -0.98, 0.04, 
49273, 29.79, 17.86, 286.68, 8.44, -8.93, 71.42, 1.14, -0.72, 0.68, -0.10, -0.88, 0.16, 
49280, 4.97, 62.21, 286.68, 10.96, 3.52, 79.78, 1.00, -0.47, -0.25, -0.22, -0.90, 0.19, 
49288, 5.43, 143.33, 286.68, 10.50, 29.40, 90.50, 1.47, -0.41, -0.49, -0.49, -0.95, -0.35, 
49296, 28.70, 69.58, 286.68, -6.72, 23.11, 107.76, 1.56, -0.59, 0.11, -0.06, -1.11, -0.03, 
49304, 33.70, -25.90, 286.68, -15.08, 5.47, 129.78, 1.24, -0.47, -0.05, -0.19, -0.70, 0.21, 
49313, 37.54, -28.14, 286.68, -0.22, -19.31, 147.16, 1.37, -0.37, 0.16, -0.16, -1.08, 0.24, 
49321, 28.04, 55.16, 286.68, 6.51, -22.23, 155.09, 1.30, -0.45, -0.19, 0.19, -1.26, -0.39, 
49328, 9.06, 10.47, 286.68, -2.10, 31.27, 165.43, 1.10, -0.24, -0.88, -0.16, -1.12, 0.08, 
49337, 48.67, 11.69, 286.68, 9.55, 25.03, 177.77, 1.00, -0.33, 0.05, -0.10, -0.96, 0.01, 
49345, 34.35, 0.12, 286.68, 2.01, -1.01, 186.60, 1.05, -0.32, -0.04, -0.00, -0.85, 0.05, 
49352, 9.94, 10.13, 286.68, 3.62, 3.29, 191.18, 1.09, -0.24, -0.47, -0.07, -0.95, -0.00, 
49361, 29.49, 16.86, 286.68, -1.23, 7.01, 198.29, 1.07, -0.27, -0.04, 0.02, -0.87, 0.05, 
49368, 34.17, 0.92, 286.68, 3.28, 1.81, 204.84, 1.04, -0.33, 0.23, 0.03, -0.90, 0.12, 
49376, 18.65, 2.59, 265.06, 11.62, 8.24, 207.69, 1.08, -0.36, -0.13, -0.00, -1.03, 0.01, 
49384, 17.15, 16.35, 237.00, 10.31, 19.57, 209.44, 1.20, -0.35, -0.29, 0.11, -1.03, 0.04, 
49391, 21.19, 3.08, 208.01, 6.28, 3.39, 213.19, 1.18, -0.40, -0.09, 0.20, -1.07, 0.00, 
49400, 21.97, -1.07, 175.12, 7.37, 1.90, 214.20, 1.15, -0.44, 0.04, 0.17, -1.01, -0.01, 
49408, 8.30, 6.11, 147.33, 9.15, 17.02, 213.41, 1.11, -0.42, -0.14, 0.17, -0.99, -0.01, 
49414, 7.55, 6.21, 120.31, 10.19, 23.14, 213.46, 1.10, -0.42, -0.23, 0.31, -0.97, 0.02, 
49423, 15.21, 0.28, 91.18, 10.41, 13.20, 213.47, 1.05, -0.46, 0.03, 0.34, -0.90, 0.04, 
49431, 9.72, -1.18, 64.29, 9.98, 9.70, 212.32, 1.00, -0.48, -0.03, 0.34, -0.89, 0.06, 
49438, 2.11, 3.05, 39.38, 9.49, 13.07, 210.04, 1.11, -0.41, -0.17, 0.41, -0.92, 0.04, 
49446, 6.06, 0.54, 14.61, 10.33, 2.04, 207.39, 1.06, -0.53, -0.10, 0.35, -0.94, -0.03, 
49454, 6.09, -9.40, -9.80, 10.05, 5.79, 204.26, 0.96, -0.61, -0.02, 0.41, -0.92, 0.03, 
49461, 1.41, -34.27, -32.59, 16.67, 13.55, 201.46, 0.91, -0.57, -0.07, 0.37, -0.94, 0.06, 
49470, -3.87, -33.14, -57.72, 15.05, 17.30, 199.18, 0.83, -0.60, -0.10, 0.40, -0.84, -0.09, 
49477, -2.07, 16.74, -81.31, 15.30, 21.67, 198.26, 0.79, -0.56, 0.05, 0.59, -0.80, 0.12, 
49486, 0.67, 2.16, -102.24, 15.39, 4.35, 196.21, 0.88, -0.64, 0.16, 0.41, -0.79, 0.03, 
49493, -4.09, -17.48, -122.74, 17.59, 12.76, 191.56, 0.69, -0.65, 0.12, 0.61, -0.83, -0.10, 
49501, 0.11, 4.92, -144.24, 12.82, 11.97, 187.13, 0.90, -0.73, 0.04, 0.60, -0.82, 0.08, 
49509, -5.79, -15.58, -163.14, 15.50, 12.33, 183.07, 0.81, -0.72, -0.01, 0.59, -0.79, 0.01, 
49518, -3.08, -47.48, -183.79, 17.37, 10.36, 179.94, 0.81, -0.79, -0.02, 0.61, -0.82, -0.02, 
49525, 2.56, -54.79, -201.56, 17.08, 7.81, 175.33, 0.68, -0.83, 0.09, 0.65, -0.80, 0.03, 
49534, -1.20, -57.33, -220.33, 16.56, 6.36, 170.73, 0.63, -0.86, -0.00, 0.64, -0.79, -0.01, 
49542, 0.85, -40.15, -235.16, 13.86, 5.82, 165.03, 0.52, -0.85, -0.00, 0.66, -0.77, -0.02, 
49549, 8.09, -1.29, -250.20, 13.03, 3.40, 160.80, 0.51, -0.91, 0.25, 0.68, -0.76, -0.05, 
49558, 7.32, -4.07, -262.38, 12.71, 2.49, 154.16, 0.42, -0.96, 0.20, 0.71, -0.75, -0.01, 
49566, 4.89, -10.87, -274.65, 12.60, 6.71, 148.15, 0.37, -0.93, 0.04, 0.72, -0.75, -0.04, 
49573, 10.36, -9.52, -283.90, 9.24, 5.51, 140.64, 0.30, -0.98, 0.08, 0.79, -0.74, -0.01, 
49582, 12.66, -8.23, -286.72, 9.49, -1.43, 133.74, 0.26, -0.99, 0.17, 0.77, -0.72, -0.02, 
49590, 9.37, -16.99, -286.72, 7.72, -3.79, 124.62, 0.16, -0.95, 0.07, 0.78, -0.68, -0.00, 
49597, 12.56, -19.95, -286.72, 8.16, -6.19, 115.98, 0.06, -0.89, 0.22, 0.79, -0.68, 0.00, 
49606, 17.74, -25.26, -286.72, 6.20, -5.52, 104.18, 0.02, -0.93, 0.21, 0.80, -0.65, 0.00, 
49614, 14.80, -38.91, -286.72, 5.21, -1.52, 94.81, -0.07, -0.84, 0.14, 0.82, -0.67, -0.07, 
49621, 16.75, -35.85, -286.72, 7.92, -3.68, 82.20, -0.19, -0.79, 0.03, 0.73, -0.56, -0.13, 
49630, 22.00, -7.04, -286.72, -4.55, 16.98, 70.25, -0.50, -0.68, 0.10, 0.62, -0.47, 0.47, 
49638, 19.42, 25.21, -286.72, 14.42, -32.07, 56.30, -0.24, -0.80, 0.07, 0.66, -0.71, 0.17, 
49645, 15.82, -10.10, -284.53, 8.50, 29.07, 42.38, -0.31, -0.70, -0.12, 0.81, -0.74, -0.23, 
49654, 20.69, -27.66, -275.46, -3.17, 23.29, 25.34, -0.44, -0.64, -0.10, 0.98, -0.61, 0.15, 
49662, 28.43, -34.60, -264.09, -1.62, -21.65, 10.47, -0.57, -0.63, 0.22, 0.84, -0.66, -0.08, 
49669, 16.35, -6.01, -252.97, 1.60, 8.41, -5.72, -0.38, -0.61, 0.10, 0.90, -0.63, 0.04, 
49678, 15.23, -25.24, -241.68, 3.74, 11.22, -20.02, -0.44, -0.60, -0.05, 0.80, -0.64, -0.06, 
49686, 22.59, -27.55, -232.24, 0.11, -13.73, -35.95, -0.36, -0.58, 0.03, 0.79, -0.67, 0.03, 
49694, 23.48, -34.06, -221.14, 2.07, -21.07, -51.40, -0.52, -0.57, 0.14, 0.85, -0.65, -0.03, 
49703, 16.55, -5.84, -209.80, -4.44, -18.90, -65.90, -0.47, -0.58, -0.13, 0.74, -0.67, -0.00, 
49711, 16.96, 11.29, -199.79, -0.05, 11.90, -83.84, -0.55, -0.64, -0.11, 0.82, -0.68, -0.06, 
49718, 19.57, 34.05, -187.08, -2.46, 21.33, -100.65, -0.50, -0.69, 0.02, 0.86, -0.56, 0.04, 
49728, 14.18, 22.65, -174.45, -1.00, 23.25, -113.37, -0.47, -0.68, 0.13, 0.89, -0.69, 0.00, 
49736, 8.71, 7.21, -162.51, -2.31, -5.78, -126.87, -0.51, -0.69, -0.00, 0.77, -0.69, 0.00, 
49743, 6.19, 2.30, -148.95, -8.04, -13.27, -141.21, -0.54, -0.71, -0.03, 0.69, -0.64, 0.08, 
49752, 6.50, 2.65, -134.69, -1.50, -3.21, -154.08, -0.57, -0.77, -0.01, 0.75, -0.66, 0.05, 
49760, 4.10, 7.91, -122.89, -0.68, 0.25, -168.66, -0.58, -0.83, -0.02, 0.72, -0.70, -0.02, 
49767, 2.79, 4.02, -107.83, -1.21, 2.29, -181.06, -0.60, -0.91, -0.01, 0.76, -0.71, 0.07, 
49776, -0.55, -0.59, -94.46, -0.23, -7.25, -194.54, -0.61, -0.96, 0.01, 0.72, -0.74, -0.05, 
49784, -1.95, -8.02, -78.56, -2.35, -9.56, -206.33, -0.66, -1.07, -0.00, 0.73, -0.75, 0.02, 
49791, -3.54, -5.33, -64.80, 2.24, -15.03, -219.70, -0.65, -1.14, -0.01, 0.64, -0.78, -0.01, 
49801, -4.70, -2.91, -48.85, -1.23, -5.91, -233.70, -0.66, -1.21, -0.12, 0.65, -0.80, 0.02, 
49809, -6.63, 6.20, -33.36, -0.09, -3.05, -244.96, -0.64, -1.35, 0.02, 0.50, -0.82, 0.00, 
49816, -7.27, -0.70, -19.91, -3.23, -5.00, -256.54, -0.62, -1.44, 0.06, 0.58, -0.64, 0.26, 
49825, -10.46, 9.77, -5.56, 7.37, -9.91, -266.57, -0.60, -1.57, 0.08, 0.49, -0.85, 0.30, 
49833, -11.32, 25.12, 6.33, 1.11, -8.45, -277.40, -0.52, -1.66, 0.07, 0.57, -0.89, -0.19, 
49840, -11.22, 26.45, 16.42, -1.50, -5.57, -285.35, -0.45, -1.79, -0.05, 0.47, -0.83, 0.13, 
49849, -10.20, 36.88, 26.17, -4.24, 1.29, -286.72, -0.35, -1.86, 0.02, 0.40, -0.85, 0.39, 
49857, -11.93, 38.95, 32.38, -1.90, -19.18, -286.72, -0.23, -1.91, 0.04, 0.36, -0.89, 0.19, 
49864, -11.53, 30.51, 36.46, -1.34, -17.31, -286.72, -0.08, -1.96, 0.08, 0.30, -0.90, -0.04, 
49873, -11.96, 29.58, 37.45, -6.20, -4.45, -286.72, 0.03, -2.00, -0.05, 0.19, -0.86, 0.09, 
49881, -12.53, 26.85, 35.94, 1.23, -9.34, -286.72, 0.10, -1.99, -0.08, 0.21, -0.89, -0.03, 
49888, -10.42, 31.73, 30.96, -0.87, -4.72, -286.72, 0.24, -2.00, -0.01, 0.08, -0.86, 0.10, 
49897, -13.76, 36.02, 21.31, -1.06, -4.45, -286.72, 0.34, -1.98, -0.03, 0.03, -0.91, 0.05, 
49906, -11.30, 47.36, 12.22, -4.83, -3.16, -286.72, 0.53, -1.96, -0.05, 0.00, -0.92, 0.01, 
49913, -9.96, 27.37, -2.59, -5.18, -1.09, -286.72, 0.59, -1.90, 0.01, -0.03, -0.94, 0.06, 
49922, -11.43, 5.95, -17.71, -4.11, -5.57, -286.72, 0.64, -1.84, -0.03, -0.05, -0.89, 0.25, 
49930, -10.53, 13.96, -36.94, -4.45, -11.88, -286.72, 0.76, -1.76, 0.01, -0.17, -0.87, 0.33, 
49937, -8.81, 14.63, -55.39, 1.88, -12.54, -286.72, 0.80, -1.67, 0.04, -0.24, -0.93, 0.06, 
49946, -10.37, 12.58, -77.47, -1.73, -7.78, -285.99, 0.85, -1.59, -0.03, -0.21, -0.92, 0.09, 
49954, -8.86, 8.07, -100.98, -1.60, -7.37, -281.18, 0.84, -1.52, -0.01, -0.30, -0.96, 0.02, 
49962, -7.44, 9.12, -122.06, -5.16, -8.78, -272.06, 0.90, -1.47, 0.03, -0.35, -0.94, 0.02, 
49971, -9.62, 1.55, -146.09, -4.95, -7.28, -263.19, 0.89, -1.39, -0.04, -0.35, -0.96, 0.05, 
49979, -7.32, -0.55, -167.75, -5.05, -8.99, -252.61, 0.88, -1.32, -0.00, -0.39, -0.95, 0.03, 
49986, -7.55, -1.36, -192.07, -4.68, -4.36, -241.17, 0.87, -1.26, -0.00, -0.40, -0.94, -0.02, 
49995, -8.39, -3.96, -215.91, -5.10, -6.73, -229.09, 0.83, -1.18, -0.04, -0.45, -0.88, 0.04, 
50004, -6.95, -1.79, -238.90, -3.29, -4.56, -219.78, 0.81, -1.13, 0.01, -0.46, -0.88, 0.04, 
50011, -7.82, -2.19, -258.21, -4.24, -3.88, -207.55, 0.78, -1.10, -0.02, -0.50, -0.85, 0.07, 
50020, -8.10, -5.10, -279.91, -2.28, -6.56, -194.94, 0.76, -1.07, -0.03, -0.61, -0.85, 0.09, 
50028, -7.18, -9.88, -286.72, -1.33, -2.72, -183.13, 0.74, -1.07, 0.01, -0.55, -0.89, 0.05, 
50036, -8.36, -15.30, -286.72, -2.03, -6.87, -169.44, 0.71, -1.06, -0.01, -0.62, -0.87, 0.09, 
50044, -8.01, -17.05, -286.72, -0.84, -2.91, -155.43, 0.64, -1.06, -0.03, -0.64, -0.88, 0.05, 
50053, -7.54, -9.81, -286.72, -0.25, -2.68, -143.23, 0.60, -1.05, 0.00, -0.64, -0.87, 0.04, 
50061, -6.19, -4.01, -286.72, 0.41, -2.49, -129.56, 0.58, -1.07, 0.01, -0.66, -0.87, 0.05, 
50068, -8.09, -14.47, -286.72, 1.15, -1.54, -115.54, 0.56, -1.06, -0.02, -0.66, -0.85, 0.05, 
50078, -7.72, -33.23, -286.72, 2.37, -1.87, -103.35, 0.45, -1.07, 0.02, -0.68, -0.86, 0.05, 
50086, -3.82, -39.33, -286.72, 2.80, -2.96, -89.75, 0.49, -1.10, 0.05, -0.69, -0.87, 0.02, 
50093, -4.79, -73.87, -286.72, 3.32, -1.04, -76.59, 0.42, -1.12, -0.05, -0.70, -0.88, 0.04, 
50102, 0.38, -99.61, -286.72, 3.57, -1.37, -65.91, 0.14, -1.19, 0.18, -0.71, -0.89, 0.03, 
50110, 10.84, -49.01, -286.72, 3.83, -8.65, -52.81, 0.12, -1.23, 0.31, -0.64, -0.88, 0.08, 
50117, 4.93, -26.56, -286.72, 3.01, -13.56, -43.09, -0.04, -1.08, -0.12, -0.76, -0.85, 0.08, 
50126, 12.50, -23.58, -286.72, 5.71, -9.33, -33.29, -0.02, -1.11, -0.12, -0.73, -0.83, 0.03, 
